Time,Wealth,Action,Q_Value
0,70.50167224080268,0.3,0.0
0,70.50167224080268,0.4,0.0
0,70.50167224080268,0.5,0.0
0,70.50167224080268,0.6,0.0
0,70.50167224080268,0.7,0.0
0,70.50167224080268,0.8,0.0
0,70.50167224080268,0.9,0.0
0,70.50167224080268,1.0,0.0
0,71.30434782608695,0.0,0.0
0,71.30434782608695,0.1,0.0
0,71.30434782608695,0.2,0.0
0,71.30434782608695,0.3,0.0
0,71.30434782608695,0.4,0.0
0,71.30434782608695,0.5,0.0
0,71.30434782608695,0.6,0.0
0,71.30434782608695,0.7,0.0
0,71.30434782608695,0.8,0.0
0,71.30434782608695,0.9,0.0
0,71.30434782608695,1.0,0.0
0,72.10702341137124,0.0,0.0
0,72.10702341137124,0.1,0.0
0,72.10702341137124,0.2,0.0
0,72.10702341137124,0.3,0.0
0,72.10702341137124,0.4,0.0
0,72.10702341137124,0.5,0.0
0,72.10702341137124,0.6,0.0
0,72.10702341137124,0.7,0.0
0,72.10702341137124,0.8,0.0
0,72.10702341137124,0.9,0.0
0,72.10702341137124,1.0,0.0
0,72.90969899665552,0.0,0.0
0,72.90969899665552,0.1,0.0
0,72.90969899665552,0.2,0.0
0,72.90969899665552,0.3,0.0
0,72.90969899665552,0.4,0.0
0,72.90969899665552,0.5,0.0
0,72.90969899665552,0.6,0.0
0,72.90969899665552,0.7,0.0
0,72.90969899665552,0.8,0.0
0,72.90969899665552,0.9,0.0
0,72.90969899665552,1.0,0.0
0,73.7123745819398,0.0,0.0
0,73.7123745819398,0.1,0.0
0,73.7123745819398,0.2,0.0
0,73.7123745819398,0.3,0.0
0,73.7123745819398,0.4,0.0
0,73.7123745819398,0.5,0.0
0,73.7123745819398,0.6,0.0
0,73.7123745819398,0.7,0.0
0,73.7123745819398,0.8,0.0
0,73.7123745819398,0.9,0.0
0,73.7123745819398,1.0,0.0
0,74.51505016722408,0.0,0.0
0,74.51505016722408,0.1,0.0
0,74.51505016722408,0.2,0.0
0,74.51505016722408,0.3,0.0
0,74.51505016722408,0.4,0.0
0,74.51505016722408,0.5,0.0
0,74.51505016722408,0.6,0.0
0,74.51505016722408,0.7,0.0
0,74.51505016722408,0.8,0.0
0,74.51505016722408,0.9,0.0
0,74.51505016722408,1.0,0.0
0,75.31772575250835,0.0,0.0
0,75.31772575250835,0.1,0.0
0,75.31772575250835,0.2,0.0
0,75.31772575250835,0.3,0.0
0,75.31772575250835,0.4,0.0
0,75.31772575250835,0.5,0.0
0,75.31772575250835,0.6,0.0
0,75.31772575250835,0.7,0.0
0,75.31772575250835,0.8,0.0
0,75.31772575250835,0.9,0.0
0,75.31772575250835,1.0,0.0
0,76.12040133779264,0.0,0.0
0,76.12040133779264,0.1,0.0
0,76.12040133779264,0.2,0.0
0,76.12040133779264,0.3,0.0
0,76.12040133779264,0.4,0.0
0,76.12040133779264,0.5,0.0
0,76.12040133779264,0.6,0.0
0,76.12040133779264,0.7,0.0
0,76.12040133779264,0.8,0.0
0,76.12040133779264,0.9,0.0
0,76.12040133779264,1.0,0.0
0,76.92307692307693,0.0,0.0
0,76.92307692307693,0.1,0.0
0,76.92307692307693,0.2,0.0
0,76.92307692307693,0.3,0.0
0,76.92307692307693,0.4,0.0
0,76.92307692307693,0.5,0.0
0,76.92307692307693,0.6,0.0
0,76.92307692307693,0.7,0.0
0,76.92307692307693,0.8,0.0
0,76.92307692307693,0.9,0.0
0,76.92307692307693,1.0,0.0
0,77.72575250836121,0.0,0.0
0,77.72575250836121,0.1,0.0
0,77.72575250836121,0.2,0.0
0,77.72575250836121,0.3,0.0
0,77.72575250836121,0.4,0.0
0,77.72575250836121,0.5,0.0
0,77.72575250836121,0.6,0.0
0,77.72575250836121,0.7,0.0
0,77.72575250836121,0.8,0.0
0,77.72575250836121,0.9,0.0
0,77.72575250836121,1.0,0.0
0,78.52842809364549,0.0,0.0
0,78.52842809364549,0.1,0.0
0,78.52842809364549,0.2,0.0
0,78.52842809364549,0.3,0.0
0,78.52842809364549,0.4,0.0
0,78.52842809364549,0.5,0.0
0,78.52842809364549,0.6,0.0
0,78.52842809364549,0.7,0.0
0,78.52842809364549,0.8,0.0
0,78.52842809364549,0.9,0.0
0,78.52842809364549,1.0,0.0
0,79.33110367892976,0.0,0.0
0,79.33110367892976,0.1,0.0
0,79.33110367892976,0.2,0.0
0,79.33110367892976,0.3,0.0
0,79.33110367892976,0.4,0.0
0,79.33110367892976,0.5,0.0
0,79.33110367892976,0.6,0.0
0,79.33110367892976,0.7,0.0
0,79.33110367892976,0.8,0.0
0,79.33110367892976,0.9,0.0
0,79.33110367892976,1.0,0.0
0,80.13377926421404,0.0,0.0
0,80.13377926421404,0.1,0.0
0,80.13377926421404,0.2,0.0
0,80.13377926421404,0.3,0.0
0,80.13377926421404,0.4,0.0
0,80.13377926421404,0.5,0.0
0,80.13377926421404,0.6,0.0
0,80.13377926421404,0.7,0.0
0,80.13377926421404,0.8,0.0
0,80.13377926421404,0.9,0.0
0,80.13377926421404,1.0,0.0
0,80.93645484949832,0.0,0.0
0,80.93645484949832,0.1,0.0
0,80.93645484949832,0.2,0.0
0,80.93645484949832,0.3,0.0
0,80.93645484949832,0.4,0.0
0,80.93645484949832,0.5,0.0
0,80.93645484949832,0.6,0.0
0,80.93645484949832,0.7,0.0
0,80.93645484949832,0.8,0.0
0,80.93645484949832,0.9,0.0
0,80.93645484949832,1.0,0.0
0,81.73913043478261,0.0,0.0
0,81.73913043478261,0.1,0.0
0,81.73913043478261,0.2,0.0
0,81.73913043478261,0.3,0.0
0,81.73913043478261,0.4,0.0
0,81.73913043478261,0.5,0.0
0,81.73913043478261,0.6,0.0
0,81.73913043478261,0.7,0.0
0,81.73913043478261,0.8,0.0
0,81.73913043478261,0.9,0.0
0,81.73913043478261,1.0,0.0
0,82.5418060200669,0.0,0.0
0,82.5418060200669,0.1,0.0
0,82.5418060200669,0.2,0.0
0,82.5418060200669,0.3,0.0
0,82.5418060200669,0.4,0.0
0,82.5418060200669,0.5,0.0
0,82.5418060200669,0.6,0.0
0,82.5418060200669,0.7,0.0
0,82.5418060200669,0.8,0.0
0,82.5418060200669,0.9,0.0
0,82.5418060200669,1.0,0.0
0,83.34448160535118,0.0,0.0
0,83.34448160535118,0.1,0.0
0,83.34448160535118,0.2,0.0
0,83.34448160535118,0.3,0.0
0,83.34448160535118,0.4,0.0
0,83.34448160535118,0.5,0.0
0,83.34448160535118,0.6,0.0
0,83.34448160535118,0.7,0.0
0,83.34448160535118,0.8,0.0
0,83.34448160535118,0.9,0.0
0,83.34448160535118,1.0,0.0
0,84.14715719063545,0.0,0.0
0,84.14715719063545,0.1,0.0
0,84.14715719063545,0.2,0.0
0,84.14715719063545,0.3,0.0
0,84.14715719063545,0.4,0.0
0,84.14715719063545,0.5,0.0
0,84.14715719063545,0.6,0.0
0,84.14715719063545,0.7,0.0
0,84.14715719063545,0.8,0.0
0,84.14715719063545,0.9,0.0
0,84.14715719063545,1.0,0.0
0,84.94983277591973,0.0,0.0
0,84.94983277591973,0.1,0.0
0,84.94983277591973,0.2,0.0
0,84.94983277591973,0.3,0.0
0,84.94983277591973,0.4,0.0
0,84.94983277591973,0.5,0.0
0,84.94983277591973,0.6,0.0
0,84.94983277591973,0.7,0.0
0,84.94983277591973,0.8,0.0
0,84.94983277591973,0.9,0.0
0,84.94983277591973,1.0,0.0
0,85.75250836120401,0.0,0.0
0,85.75250836120401,0.1,0.0
0,85.75250836120401,0.2,0.0
0,85.75250836120401,0.3,0.0
0,85.75250836120401,0.4,0.0
0,85.75250836120401,0.5,0.0
0,85.75250836120401,0.6,0.0
0,85.75250836120401,0.7,0.0
0,85.75250836120401,0.8,0.0
0,85.75250836120401,0.9,0.0
0,85.75250836120401,1.0,0.0
0,86.5551839464883,0.0,0.0
0,86.5551839464883,0.1,0.0
0,86.5551839464883,0.2,0.0
0,86.5551839464883,0.3,0.0
0,86.5551839464883,0.4,0.0
0,86.5551839464883,0.5,0.0
0,86.5551839464883,0.6,0.0
0,86.5551839464883,0.7,0.0
0,86.5551839464883,0.8,0.0
0,86.5551839464883,0.9,0.0
0,86.5551839464883,1.0,0.0
0,87.35785953177258,0.0,0.0
0,87.35785953177258,0.1,0.0
0,87.35785953177258,0.2,0.0
0,87.35785953177258,0.3,0.0
0,87.35785953177258,0.4,0.0
0,87.35785953177258,0.5,0.0
0,87.35785953177258,0.6,0.0
0,87.35785953177258,0.7,0.0
0,87.35785953177258,0.8,0.0
0,87.35785953177258,0.9,0.0
0,87.35785953177258,1.0,0.0
0,88.16053511705687,0.0,0.0
0,88.16053511705687,0.1,0.0
0,88.16053511705687,0.2,0.0
0,88.16053511705687,0.3,0.0
0,88.16053511705687,0.4,0.0
0,88.16053511705687,0.5,0.0
0,88.16053511705687,0.6,0.0
0,88.16053511705687,0.7,0.0
0,88.16053511705687,0.8,0.0
0,88.16053511705687,0.9,0.0
0,88.16053511705687,1.0,0.0
0,88.96321070234114,0.0,0.0
0,88.96321070234114,0.1,0.0
0,88.96321070234114,0.2,0.0
0,88.96321070234114,0.3,0.0
0,88.96321070234114,0.4,0.0
0,88.96321070234114,0.5,0.0
0,88.96321070234114,0.6,0.0
0,88.96321070234114,0.7,0.0
0,88.96321070234114,0.8,0.0
0,88.96321070234114,0.9,0.0
0,88.96321070234114,1.0,0.0
0,89.76588628762542,0.0,0.0
0,89.76588628762542,0.1,0.0
0,89.76588628762542,0.2,0.0
0,89.76588628762542,0.3,0.0
0,89.76588628762542,0.4,0.0
0,89.76588628762542,0.5,0.0
0,89.76588628762542,0.6,0.0
0,89.76588628762542,0.7,0.0
0,89.76588628762542,0.8,0.0
0,89.76588628762542,0.9,0.0
0,89.76588628762542,1.0,0.0
0,90.5685618729097,0.0,0.0
0,90.5685618729097,0.1,0.0
0,90.5685618729097,0.2,0.0
0,90.5685618729097,0.3,0.0
0,90.5685618729097,0.4,0.0
0,90.5685618729097,0.5,0.0
0,90.5685618729097,0.6,0.0
0,90.5685618729097,0.7,0.0
0,90.5685618729097,0.8,0.0
0,90.5685618729097,0.9,0.0
0,90.5685618729097,1.0,0.0
0,91.37123745819397,0.0,0.0
0,91.37123745819397,0.1,0.0
0,91.37123745819397,0.2,0.0
0,91.37123745819397,0.3,0.0
0,91.37123745819397,0.4,0.0
0,91.37123745819397,0.5,0.0
0,91.37123745819397,0.6,0.0
0,91.37123745819397,0.7,0.0
0,91.37123745819397,0.8,0.0
0,91.37123745819397,0.9,0.0
0,91.37123745819397,1.0,0.0
0,92.17391304347827,0.0,0.0
0,92.17391304347827,0.1,0.0
0,92.17391304347827,0.2,0.0
0,92.17391304347827,0.3,0.0
0,92.17391304347827,0.4,0.0
0,92.17391304347827,0.5,0.0
0,92.17391304347827,0.6,0.0
0,92.17391304347827,0.7,0.0
0,92.17391304347827,0.8,0.0
0,92.17391304347827,0.9,0.0
0,92.17391304347827,1.0,0.0
0,92.97658862876254,0.0,0.0
0,92.97658862876254,0.1,0.0
0,92.97658862876254,0.2,0.0
0,92.97658862876254,0.3,0.0
0,92.97658862876254,0.4,0.0
0,92.97658862876254,0.5,0.0
0,92.97658862876254,0.6,0.0
0,92.97658862876254,0.7,0.0
0,92.97658862876254,0.8,0.0
0,92.97658862876254,0.9,0.0
0,92.97658862876254,1.0,0.0
0,93.77926421404683,0.0,0.0
0,93.77926421404683,0.1,0.0
0,93.77926421404683,0.2,0.0
0,93.77926421404683,0.3,0.0
0,93.77926421404683,0.4,0.0
0,93.77926421404683,0.5,0.0
0,93.77926421404683,0.6,0.0
0,93.77926421404683,0.7,0.0
0,93.77926421404683,0.8,0.0
0,93.77926421404683,0.9,0.0
0,93.77926421404683,1.0,0.0
0,94.58193979933111,0.0,0.0
0,94.58193979933111,0.1,0.0
0,94.58193979933111,0.2,0.0
0,94.58193979933111,0.3,0.0
0,94.58193979933111,0.4,0.0
0,94.58193979933111,0.5,0.0
0,94.58193979933111,0.6,0.0
0,94.58193979933111,0.7,0.0
0,94.58193979933111,0.8,0.0
0,94.58193979933111,0.9,0.0
0,94.58193979933111,1.0,0.0
0,95.38461538461539,0.0,0.0
0,95.38461538461539,0.1,0.0
0,95.38461538461539,0.2,0.0
0,95.38461538461539,0.3,0.0
0,95.38461538461539,0.4,0.0
0,95.38461538461539,0.5,0.0
0,95.38461538461539,0.6,0.0
0,95.38461538461539,0.7,0.0
0,95.38461538461539,0.8,0.0
0,95.38461538461539,0.9,0.0
0,95.38461538461539,1.0,0.0
0,96.18729096989966,0.0,0.0
0,96.18729096989966,0.1,0.0
0,96.18729096989966,0.2,0.0
0,96.18729096989966,0.3,0.0
0,96.18729096989966,0.4,0.0
0,96.18729096989966,0.5,0.0
0,96.18729096989966,0.6,0.0
0,96.18729096989966,0.7,0.0
